4;industrial_complex;2786.00;12.25;1837.00;5.88;0
4;industrial_complex;2782.00;9.85;1843.00;3.73;0
4;air_base;2784.00;12.45;1837.00;3.83;0
4;bunker;2776.00;12.50;1816.00;1.67;0
4;bunker;2780.00;12.50;1836.00;4.33;0
4;bunker;2777.00;12.80;1831.00;0.71;0
4;bunker;2784.00;9.73;1822.00;3.73;0
4;bunker;2791.00;10.13;1835.00;0.11;0
4;bunker;2797.00;9.70;1841.00;2.78;0
4;bunker;2781.00;13.43;1831.00;5.44;0
4;bunker;2794.00;9.70;1832.00;2.17;0
4;bunker;2786.00;9.70;1823.00;4.84;0
4;bunker;2773.00;12.73;1815.00;1.23;0
4;bunker;2785.00;9.70;1845.00;2.78;0
4;bunker;2795.00;9.70;1845.00;0.62;0
4;bunker;2778.00;12.13;1813.00;1.83;0
4;anti_air_building;2792.00;10.15;1841.00;5.95;0
4;anti_air_building;2772.00;12.32;1821.00;2.68;0
4;anti_air_building;2780.00;11.20;1814.00;3.90;0
4;synthetic_refinery;2777.00;12.70;1830.00;1.73;0
4;fuel_silo;2778.00;12.23;1814.00;4.40;0
4;radar_station;2785.00;13.07;1830.00;1.04;0
4;rocket_site;2798.00;9.70;1836.00;2.34;0
4;nuclear_reactor;2791.00;9.70;1822.00;0.18;0
5;arms_factory;2850.00;9.70;1931.00;4.17;0
5;arms_factory;2879.00;9.70;1938.00;5.37;0
5;arms_factory;2837.00;9.70;1933.00;3.21;0
5;arms_factory;2849.00;9.70;1942.00;6.23;0
5;arms_factory;2867.00;9.70;1935.00;1.16;0
5;arms_factory;2854.00;9.70;1938.00;5.28;0
5;industrial_complex;2871.00;9.70;1941.00;0.55;0
5;industrial_complex;2849.00;9.70;1930.00;3.22;0
5;industrial_complex;2854.00;9.70;1934.00;5.88;0
5;industrial_complex;2871.00;9.70;1937.00;3.73;0
5;industrial_complex;2835.00;9.70;1937.00;3.83;0
5;industrial_complex;2871.00;9.70;1932.00;1.67;0
5;air_base;2870.00;9.70;1939.00;4.33;0
5;naval_base;2838.00;9.70;1944.00;-2.16;2309
5;naval_base;2835.00;9.70;1944.00;-3.39;0
5;bunker;2862.00;9.70;1932.00;0.11;0
5;bunker;2857.00;9.70;1939.00;2.78;0
5;bunker;2830.00;9.70;1933.00;5.44;0
5;bunker;2848.00;9.70;1941.00;2.17;0
5;bunker;2875.00;9.70;1943.00;4.84;0
5;bunker;2846.00;9.70;1932.00;1.23;0
5;bunker;2852.00;9.70;1935.00;2.78;0
5;bunker;2839.00;9.70;1933.00;0.62;0
5;bunker;2867.00;9.70;1942.00;1.83;0
5;bunker;2868.00;9.70;1935.00;5.95;0
5;bunker;2840.00;9.70;1942.00;2.68;0
5;coastal_bunker;2837.00;9.70;1944.00;-2.16;0
5;coastal_bunker;2834.00;9.70;1944.00;-3.39;0
5;dockyard;2836.00;9.50;1945.00;-2.16;0
5;anti_air_building;2852.00;9.70;1929.00;5.96;0
5;anti_air_building;2867.00;9.70;1937.00;2.34;0
5;anti_air_building;2856.00;9.70;1940.00;0.18;0
5;synthetic_refinery;2852.00;9.70;1940.00;1.39;0
5;fuel_silo;2860.00;9.70;1930.00;4.40;0
5;radar_station;2855.00;9.70;1936.00;2.46;0
5;rocket_site;2874.00;9.70;1939.00;4.91;0
5;nuclear_reactor;2847.00;9.70;1931.00;0.18;0
6;arms_factory;2608.00;9.70;1889.00;3.21;0
6;arms_factory;2605.00;9.70;1889.00;6.23;0
6;arms_factory;2626.00;9.70;1890.00;1.16;0
6;arms_factory;2632.00;9.70;1889.00;5.28;0
6;arms_factory;2629.00;9.70;1889.00;0.55;0
6;arms_factory;2623.00;9.70;1885.00;3.22;0
6;industrial_complex;2620.00;9.70;1885.00;5.88;0
6;industrial_complex;2608.00;9.70;1881.00;3.73;0
6;industrial_complex;2598.00;9.70;1887.00;3.83;0
6;industrial_complex;2601.00;9.70;1886.00;1.67;0
6;industrial_complex;2613.00;9.70;1885.00;4.33;0
6;industrial_complex;2619.00;9.70;1887.00;0.71;0
6;air_base;2622.00;9.70;1889.00;3.73;0
6;naval_base;2604.00;9.70;1891.00;-2.21;8621
6;naval_base;2596.00;9.70;1887.00;-2.68;8621
6;bunker;2627.00;9.70;1887.00;5.44;0
6;bunker;2613.00;9.70;1884.00;2.17;0
6;bunker;2603.00;9.70;1884.00;4.84;0
6;bunker;2637.00;9.70;1888.00;1.23;0
6;bunker;2623.00;9.70;1884.00;2.78;0
6;bunker;2622.00;9.70;1888.00;0.62;0
6;bunker;2632.00;9.70;1889.00;1.83;0
6;bunker;2608.00;9.70;1884.00;5.95;0
6;coastal_bunker;2603.00;9.70;1890.00;-2.21;0
6;coastal_bunker;2598.00;9.70;1888.00;-2.68;0
6;dockyard;2598.00;9.70;1888.00;-2.68;0
6;anti_air_building;2619.00;9.70;1881.00;4.40;0
6;anti_air_building;2616.00;9.70;1884.00;5.96;0
6;anti_air_building;2614.00;9.70;1884.00;2.34;0
6;synthetic_refinery;2612.00;9.70;1883.00;0.18;0
6;fuel_silo;2603.00;9.70;1884.00;1.39;0
6;radar_station;2619.00;9.70;1885.00;6.15;0
6;rocket_site;2606.00;9.70;1889.00;0.79;0
6;nuclear_reactor;2603.00;9.70;1889.00;4.91;0
7;arms_factory;2622.00;9.70;1905.00;1.16;0
7;arms_factory;2625.00;9.70;1900.00;5.28;0
7;arms_factory;2626.00;9.70;1914.00;0.55;0
7;arms_factory;2629.00;9.70;1914.00;3.22;0
7;arms_factory;2627.00;9.70;1901.00;5.88;0
7;arms_factory;2627.00;9.70;1916.00;3.73;0
7;industrial_complex;2631.00;9.70;1915.00;3.83;0
7;industrial_complex;2630.00;9.70;1902.00;1.67;0
7;industrial_complex;2627.00;9.70;1917.00;4.33;0
7;industrial_complex;2632.00;9.70;1916.00;0.71;0
7;industrial_complex;2625.00;9.70;1901.00;3.73;0
7;industrial_complex;2630.00;9.70;1918.00;0.11;0
7;air_base;2629.00;9.70;1918.00;2.78;0
7;naval_base;2619.00;9.50;1897.00;-1.46;8621
7;naval_base;2627.00;9.50;1922.00;-2.90;2752
7;naval_base;2621.00;9.50;1906.00;-2.36;2775
7;naval_base;2624.00;9.50;1910.00;-2.68;2775
7;bunker;2626.00;9.70;1899.00;2.78;0
7;bunker;2628.00;9.70;1909.00;0.62;0
7;bunker;2629.00;9.70;1917.00;1.83;0
7;bunker;2630.00;9.70;1905.00;5.95;0
7;bunker;2624.00;9.70;1902.00;2.68;0
7;coastal_bunker;2628.00;9.70;1922.00;-2.90;0
7;coastal_bunker;2617.00;9.50;1902.00;-1.57;0
7;coastal_bunker;2625.00;9.50;1911.00;-2.68;0
7;anti_air_building;2632.00;9.70;1907.00;0.18;0
7;anti_air_building;2624.00;9.70;1907.00;1.39;0
7;anti_air_building;2619.00;9.70;1901.00;4.40;0
7;synthetic_refinery;2621.00;9.70;1899.00;0.79;0
7;fuel_silo;2626.00;9.70;1908.00;4.91;0
7;radar_station;2629.00;9.70;1913.00;0.58;0
7;rocket_site;2626.00;9.70;1899.00;2.85;0
7;nuclear_reactor;2626.00;9.70;1910.00;0.69;0
8;arms_factory;2644.00;10.48;1867.00;0.55;0
8;arms_factory;2646.00;9.82;1861.00;3.22;0
8;arms_factory;2643.00;10.68;1867.00;5.88;0
8;arms_factory;2643.00;10.68;1867.00;3.73;0
8;arms_factory;2644.00;10.40;1866.00;3.83;0
8;arms_factory;2642.00;10.55;1865.00;1.67;0
8;industrial_complex;2642.00;10.55;1865.00;4.33;0
8;industrial_complex;2646.00;9.95;1864.00;0.71;0
8;industrial_complex;2646.00;9.95;1864.00;3.73;0
8;industrial_complex;2645.00;10.00;1863.00;0.11;0
8;industrial_complex;2648.00;9.80;1862.00;2.78;0
8;industrial_complex;2648.00;9.80;1862.00;5.44;0
8;air_base;2645.00;9.82;1861.00;2.17;0
8;bunker;2647.00;9.82;1862.00;4.84;0
8;anti_air_building;2644.00;9.80;1861.00;1.23;0
8;anti_air_building;2644.00;10.40;1866.00;2.78;0
8;anti_air_building;2644.00;10.57;1868.00;0.62;0
8;synthetic_refinery;2643.00;10.53;1866.00;1.83;0
8;fuel_silo;2643.00;10.53;1866.00;5.95;0
8;radar_station;2646.00;10.00;1865.00;3.68;0
8;rocket_site;2645.00;10.07;1864.00;3.90;0
8;nuclear_reactor;2645.00;10.07;1864.00;1.73;0
9;arms_factory;2764.00;12.38;1852.00;5.88;0
9;arms_factory;2775.00;9.70;1875.00;3.73;0
9;arms_factory;2758.00;12.38;1857.00;3.83;0
9;arms_factory;2768.00;11.38;1865.00;1.67;0
9;arms_factory;2774.00;9.70;1875.00;4.33;0
9;arms_factory;2761.00;9.73;1874.00;0.71;0
9;industrial_complex;2759.00;11.63;1864.00;3.73;0
9;industrial_complex;2770.00;10.28;1871.00;0.11;0
9;industrial_complex;2788.00;9.82;1873.00;2.78;0
9;industrial_complex;2765.00;12.30;1852.00;5.44;0
9;industrial_complex;2768.00;11.30;1858.00;2.17;0
9;industrial_complex;2760.00;12.55;1856.00;4.84;0
9;air_base;2769.00;11.48;1865.00;1.23;0
9;bunker;2771.00;11.70;1860.00;2.78;0
9;bunker;2760.00;13.88;1851.00;0.62;0
9;bunker;2764.00;10.93;1861.00;1.83;0
9;bunker;2754.00;11.45;1869.00;5.95;0
9;bunker;2753.00;14.18;1853.00;2.68;0
9;bunker;2758.00;11.73;1858.00;3.90;0
9;bunker;2783.00;11.03;1870.00;1.73;0
9;bunker;2787.00;12.00;1866.00;4.40;0
9;bunker;2785.00;10.55;1871.00;5.96;0
9;bunker;2759.00;9.78;1875.00;2.34;0
9;bunker;2770.00;10.60;1869.00;0.18;0
9;bunker;2767.00;9.93;1870.00;1.39;0
9;bunker;2773.00;9.82;1875.00;4.40;0
9;bunker;2774.00;9.70;1873.00;0.79;0
9;anti_air_building;2752.00;11.25;1866.00;4.91;0
9;anti_air_building;2761.00;10.93;1859.00;0.18;0
9;anti_air_building;2746.00;14.18;1857.00;2.85;0
9;synthetic_refinery;2757.00;11.43;1860.00;0.69;0
9;fuel_silo;2774.00;11.95;1860.00;1.90;0
9;radar_station;2768.00;11.53;1864.00;5.69;0
9;rocket_site;2788.00;12.00;1866.00;1.29;0
9;nuclear_reactor;2783.00;11.70;1868.00;3.96;0
10;arms_factory;2845.00;9.70;1896.00;3.83;0
10;arms_factory;2863.00;9.70;1906.00;1.67;0
10;arms_factory;2845.00;9.70;1895.00;4.33;0
10;arms_factory;2869.00;9.70;1913.00;0.71;0
10;arms_factory;2850.00;9.70;1906.00;3.73;0
10;arms_factory;2868.00;9.70;1912.00;0.11;0
10;industrial_complex;2849.00;9.70;1907.00;2.78;0
10;industrial_complex;2860.00;9.70;1907.00;5.44;0
10;industrial_complex;2841.00;9.70;1907.00;2.17;0
10;industrial_complex;2848.00;9.70;1893.00;4.84;0
10;industrial_complex;2867.00;9.70;1903.00;1.23;0
10;industrial_complex;2854.00;9.70;1908.00;2.78;0
10;air_base;2874.00;9.70;1910.00;0.62;0
10;bunker;2842.00;9.70;1899.00;1.83;0
10;bunker;2853.00;9.70;1903.00;5.95;0
10;bunker;2862.00;9.70;1905.00;2.68;0
10;bunker;2854.00;9.70;1897.00;3.90;0
10;bunker;2847.00;9.70;1909.00;1.73;0
10;bunker;2856.00;9.70;1909.00;4.40;0
10;bunker;2874.00;9.70;1912.00;5.96;0
10;bunker;2844.00;9.70;1892.00;2.34;0
10;bunker;2858.00;9.70;1897.00;0.18;0
10;anti_air_building;2855.00;9.70;1899.00;1.39;0
10;anti_air_building;2863.00;9.70;1907.00;4.40;0
10;anti_air_building;2840.00;9.70;1904.00;0.79;0
10;synthetic_refinery;2843.00;9.70;1894.00;4.91;0
10;fuel_silo;2843.00;9.70;1903.00;0.18;0
10;radar_station;2859.00;9.70;1903.00;4.62;0
10;rocket_site;2868.00;9.70;1911.00;0.69;0
10;nuclear_reactor;2854.00;9.70;1904.00;1.90;0
11;arms_factory;2905.00;9.70;1956.00;4.33;0
11;arms_factory;2906.00;9.70;1952.00;3.73;0
11;arms_factory;2903.00;9.70;1966.00;2.78;0
11;arms_factory;2902.00;9.70;1958.00;5.44;0
11;industrial_complex;2906.00;9.70;1954.00;4.84;0
11;industrial_complex;2908.00;9.70;1962.00;2.78;0
11;air_base;2902.00;9.70;1950.00;5.95;0
11;bunker;2909.00;9.70;1960.00;2.34;0
11;bunker;2900.00;9.70;1958.00;1.39;0
11;bunker;2901.00;9.73;1945.00;4.40;0
11;bunker;2905.00;9.70;1959.00;0.18;0
11;anti_air_building;2905.00;9.70;1950.00;1.90;0
11;fuel_silo;2899.00;9.70;1957.00;3.96;0
11;radar_station;2907.00;9.70;1961.00;1.58;0
11;rocket_site;2903.00;9.70;1953.00;3.36;0
12;arms_factory;2933.00;9.70;1995.00;2.17;0
12;industrial_complex;2912.00;9.70;2003.00;1.83;0
12;air_base;2935.00;9.70;1999.00;3.90;0
12;naval_base;2905.00;9.50;2008.00;-1.57;1885
12;bunker;2923.00;9.70;1997.00;0.18;0
12;bunker;2928.00;9.70;2005.00;2.85;0
12;bunker;2933.00;9.70;1997.00;1.29;0
12;bunker;2917.00;9.70;2003.00;2.41;0
12;bunker;2911.00;9.70;2002.00;0.25;0
12;coastal_bunker;2906.00;9.50;2003.00;-1.57;0
12;anti_air_building;2933.00;9.70;1998.00;5.58;0
12;rocket_site;2907.00;9.70;2007.00;5.59;0
12;nuclear_reactor;2917.00;9.70;2004.00;3.42;0
13;arms_factory;2902.00;9.70;2027.00;5.44;0
13;arms_factory;2921.00;9.70;2023.00;4.84;0
13;arms_factory;2897.00;9.70;2030.00;2.78;0
13;industrial_complex;2913.00;9.70;2025.00;1.83;0
13;industrial_complex;2911.00;9.70;2027.00;5.95;0
13;air_base;2912.00;9.70;2021.00;4.40;0
13;naval_base;2901.00;9.50;2020.00;-0.32;1885
13;naval_base;2893.00;9.50;2026.00;-1.25;1885
13;naval_base;2909.00;9.50;2020.00;-1.37;1885
13;bunker;2916.00;9.70;2016.00;1.90;0
13;bunker;2910.00;9.70;2028.00;4.91;0
13;bunker;2915.00;9.70;2026.00;1.29;0
13;bunker;2908.00;9.50;2022.00;0.34;0
13;bunker;2903.00;9.70;2027.00;2.41;0
13;bunker;2911.00;9.70;2019.00;3.87;0
13;coastal_bunker;2896.00;9.50;2024.00;-1.25;0
13;coastal_bunker;2900.00;9.50;2021.00;-0.32;0
13;coastal_bunker;2906.00;9.50;2013.00;-1.37;0
13;anti_air_building;2895.00;9.70;2030.00;2.48;0
13;radar_station;2905.00;9.70;2028.00;3.48;0
13;nuclear_reactor;2903.00;9.70;2029.00;2.98;0
14;arms_factory;2502.00;9.70;1840.00;2.17;0
14;arms_factory;2532.00;9.70;1841.00;4.84;0
14;arms_factory;2515.00;9.70;1831.00;1.23;0
14;arms_factory;2514.00;9.70;1845.00;2.78;0
14;arms_factory;2510.00;9.70;1835.00;0.62;0
14;arms_factory;2529.00;9.70;1835.00;1.83;0
14;industrial_complex;2507.00;9.70;1844.00;5.95;0
14;industrial_complex;2523.00;9.70;1829.00;2.68;0
14;industrial_complex;2534.00;9.70;1842.00;3.90;0
14;industrial_complex;2524.00;9.70;1840.00;1.73;0
14;industrial_complex;2500.00;9.70;1841.00;4.40;0
14;industrial_complex;2528.00;9.70;1841.00;5.96;0
14;air_base;2512.00;9.70;1831.00;2.34;0
14;naval_base;2515.00;9.50;1829.00;-1.25;8546
14;naval_base;2522.00;9.50;1826.00;-0.79;8546
14;naval_base;2517.00;9.70;1845.00;-3.14;2871
14;naval_base;2498.00;9.50;1832.00;-1.25;4885
14;naval_base;2531.00;9.50;1845.00;-3.46;2871
14;naval_base;2516.00;9.70;1848.00;-4.17;2871
14;naval_base;2492.00;9.50;1841.00;-3.14;2381
14;bunker;2501.00;9.70;1840.00;0.69;0
14;bunker;2525.00;9.70;1835.00;1.90;0
14;bunker;2529.00;9.70;1840.00;4.91;0
14;bunker;2512.00;9.70;1837.00;1.29;0
14;bunker;2520.00;9.70;1841.00;3.96;0
14;bunker;2504.00;9.70;1838.00;0.34;0
14;bunker;2532.00;9.70;1837.00;3.36;0
14;bunker;2513.00;9.70;1831.00;4.57;0
14;bunker;2503.00;9.70;1835.00;2.41;0
14;bunker;2503.00;9.70;1843.00;0.25;0
14;coastal_bunker;2522.00;9.70;1842.00;-3.14;0
14;coastal_bunker;2528.00;9.70;1843.00;-3.46;0
14;coastal_bunker;2508.00;9.50;1831.00;-1.25;0
14;coastal_bunker;2524.00;9.70;1827.00;-0.79;0
14;coastal_bunker;2494.00;9.50;1840.00;-0.46;0
14;coastal_bunker;2507.00;9.70;1845.00;-1.82;0
14;coastal_bunker;2499.00;9.50;1837.00;-1.25;0
14;dockyard;2517.00;9.50;1828.00;-0.79;0
14;anti_air_building;2510.00;9.70;1843.00;3.52;0
14;anti_air_building;2521.00;9.70;1833.00;1.36;0
14;anti_air_building;2500.00;9.70;1838.00;4.03;0
14;synthetic_refinery;2525.00;9.70;1839.00;5.59;0
14;fuel_silo;2501.00;9.70;1839.00;3.42;0
14;radar_station;2512.00;9.70;1836.00;5.42;0
14;rocket_site;2513.00;9.50;1830.00;2.48;0
14;nuclear_reactor;2510.00;9.70;1844.00;4.03;0
15;arms_factory;2546.00;10.43;1847.00;1.23;0
15;arms_factory;2563.00;9.70;1857.00;2.78;0
15;arms_factory;2575.00;9.70;1862.00;0.62;0
15;arms_factory;2577.00;9.70;1854.00;1.83;0
15;arms_factory;2540.00;9.70;1852.00;5.95;0
15;arms_factory;2574.00;9.70;1853.00;2.68;0
15;industrial_complex;2549.00;10.00;1852.00;3.90;0
15;industrial_complex;2564.00;9.70;1857.00;1.73;0
15;industrial_complex;2567.00;9.70;1856.00;4.40;0
15;industrial_complex;2539.00;9.70;1851.00;5.96;0
15;industrial_complex;2545.00;10.25;1850.00;2.34;0
15;industrial_complex;2546.00;10.40;1849.00;0.18;0
15;air_base;2579.00;9.70;1864.00;1.39;0
15;naval_base;2533.00;9.50;1862.00;-1.33;2871
15;naval_base;2562.00;9.70;1857.00;-3.14;2847
15;naval_base;2546.00;9.70;1857.00;-3.93;2847
15;naval_base;2537.00;9.50;1853.00;-2.03;2871
15;naval_base;2561.00;9.50;1861.00;-1.37;2847
15;naval_base;2578.00;9.70;1867.00;-1.89;12389
15;naval_base;2547.00;9.70;1856.00;-3.39;2847
15;bunker;2558.00;9.70;1846.00;4.91;0
15;bunker;2537.00;9.70;1858.00;1.29;0
15;bunker;2553.00;10.15;1847.00;3.96;0
15;bunker;2574.00;9.70;1862.00;0.34;0
15;bunker;2569.00;9.70;1857.00;3.36;0
15;bunker;2580.00;9.70;1861.00;4.57;0
15;bunker;2544.00;9.82;1852.00;2.41;0
15;bunker;2541.00;9.78;1845.00;0.25;0
15;bunker;2564.00;9.70;1848.00;0.35;0
15;bunker;2554.00;9.80;1852.00;4.47;0
15;bunker;2571.00;9.70;1848.00;0.85;0
15;bunker;2566.00;9.70;1861.00;3.87;0
15;bunker;2581.00;9.70;1865.00;5.08;0
15;bunker;2558.00;9.70;1853.00;2.92;0
15;bunker;2539.00;9.70;1851.00;5.58;0
15;coastal_bunker;2533.00;9.50;1860.00;-1.33;0
15;coastal_bunker;2539.00;9.50;1845.00;-2.03;0
15;coastal_bunker;2561.00;9.50;1862.00;-1.37;0
15;coastal_bunker;2580.00;9.70;1869.00;-1.89;0
15;coastal_bunker;2558.00;9.70;1855.00;-3.14;0
15;coastal_bunker;2545.00;9.70;1857.00;-3.93;0
15;coastal_bunker;2548.00;9.70;1856.00;-3.39;0
15;dockyard;2536.00;9.50;1856.00;-1.33;0
15;anti_air_building;2542.00;9.82;1849.00;4.03;0
15;anti_air_building;2576.00;9.70;1864.00;0.41;0
15;anti_air_building;2576.00;9.70;1863.00;3.08;0
15;synthetic_refinery;2575.00;9.70;1856.00;0.92;0
15;fuel_silo;2544.00;9.70;1853.00;1.02;0
15;radar_station;2557.00;9.70;1854.00;6.07;0
15;rocket_site;2568.00;9.70;1847.00;2.98;0
15;nuclear_reactor;2569.00;9.70;1858.00;4.54;0
16;arms_factory;2596.00;9.70;1850.00;0.62;0
16;arms_factory;2590.00;9.70;1842.00;1.83;0
16;arms_factory;2605.00;9.70;1849.00;5.95;0
16;arms_factory;2584.00;9.70;1847.00;2.68;0
16;arms_factory;2604.00;9.70;1845.00;3.90;0
16;arms_factory;2602.00;9.70;1842.00;1.73;0
16;industrial_complex;2600.00;9.70;1850.00;4.40;0
16;industrial_complex;2583.00;9.70;1851.00;5.96;0
16;industrial_complex;2578.00;9.70;1837.00;2.34;0
16;industrial_complex;2588.00;9.70;1847.00;0.18;0
16;industrial_complex;2576.00;9.70;1839.00;1.39;0
16;industrial_complex;2599.00;9.70;1843.00;4.40;0
16;air_base;2600.00;9.70;1848.00;0.79;0
16;bunker;2581.00;9.70;1852.00;4.91;0
16;bunker;2593.00;9.70;1844.00;0.18;0
16;bunker;2592.00;9.70;1853.00;2.85;0
16;bunker;2598.00;9.70;1846.00;0.69;0
16;bunker;2600.00;9.70;1850.00;1.90;0
16;bunker;2605.00;9.70;1849.00;4.91;0
16;bunker;2573.00;9.70;1843.00;1.29;0
16;bunker;2580.00;9.70;1840.00;3.96;0
16;bunker;2588.00;9.70;1848.00;0.34;0
16;anti_air_building;2594.00;9.70;1850.00;3.36;0
16;anti_air_building;2592.00;9.70;1840.00;4.57;0
16;anti_air_building;2605.00;9.70;1845.00;2.41;0
